語根	層	disp	id	群サイズ	F	綴りとの関係	逆引き候補数	末尾を落とすと
haladz	PEJVO	臭ᴴ	h	3	6	接頭辞	1	fetor
stink	PIV	臭ˢ	s	3	2	接頭辞	1	fetor
pentatom	PEJVO	臭虫ᴾ	p	2	1	接頭辞	1	cim
almenaŭ	文法層	至ᴬ	a	3	1	接頭辞	1	ĝis
solstic	PEJVO	至ˢ	s	3	7	接頭辞	1	ĝis
diastol	PEJVO	舒ᴰ	d	2	2	接頭辞	1	komfort
sesdeknau^	PIV	舔吸ˢ	s	2	2	接頭辞	1	midz
bal	CSV2890	舞ᴮ	b	2	6	接頭辞	1	danc
kanu	PEJVO	舟ᴷ	k	6	2	接頭辞	3	boat
kanot	PEJVO	舟ᴷᵀ	kt	6	2	綴り内の文字	1	kanu
gondol	PEJVO	舟ᴳ	g	6	2	接頭辞	1	boat
kajak	PEJVO	舟ᴷᴶ	kj	6	1	先頭+子音	1	kanu
pirog	PEJVO	舟ᴾ	p	6	1	接頭辞	1	boat
navig	PEJVO	航ᴺ	n	5	10	接頭辞	4	aviad
navigaci	PEJVO	航ᴺᶜ	nc	5	2	綴り内の文字	1	navig
nau^t	PEJVO	航ᴺᴬ	na	5	8	接頭辞	4	navig
nau^tik	PIV	航ᴺᵁ̆	nŭ	5	2	綴り内の文字	2	navig
vesel	PEJVO	舰ⱽ	v	3	2	接頭辞	1	flot
fregat	PEJVO	舰ᶠᴿ	fr	3	3	接頭辞	1	flot
jah^t	PEJVO	艇ᴶᴴ̂	jĥ	2	2	先頭+子音	1	jakt
konscienc	CSV2890	良ᴷ	k	4	7	接頭辞	1	bon
benign	PEJVO	良ᴮᴳ	bg	4	2	綴り内の文字	1	bon
eu^	PIV	良ᴱ	e	4	5	接頭辞	1	bon
volupt	CSV2890	色ⱽ	v	5	13	接頭辞	1	kolor
erotik	CSV2890	色ᴱ	e	5	3	接頭辞	2	kolor
kromat	PEJVO	色ᴷᴿ	kr	5	15	接頭辞	2	kolor
erot	PIV	色ᴱᴿ	er	5	5	接頭辞	2	erotik
kolorometri	PIV	色测ᴷᴼ	ko	2	1	接頭辞	2	kolormetri
kolorometr	PIV	色计ᴷᴼ	ko	2	1	接頭辞	2	kolormetr
meti	CSV2890	艺ᴹ	m	2	11	接頭辞	1	art
abrotan	PEJVO	艾ᴬ	a	4	1	接頭辞	2	moks
artemizi	PEJVO	艾ᴬᴿ	ar	4	1	接頭辞	2	abrotan
estragon	PEJVO	艾ᴱ	e	4	1	接頭辞	1	moks
silab	CSV2890	节ˢ	s	8	23	接頭辞	2	diet
artik	CSV2890	节ᴬ	a	8	19	接頭辞	2	diet
strof	CSV2890	节ˢᵀ	st	8	3	接頭辞	1	silab
artr	PEJVO	节ᴬᴿ	ar	8	9	接頭辞	2	artik
gangli	PEJVO	节ᴳ	g	8	3	接頭辞	2	diet
dietik	PIV	节ᴰᴷ	dk	8	2	綴り内の文字	1	diet
ganglion	PIV	节ᴳᴺ	gn	8	1	先頭+子音	2	gangli
gangliit	PIV	节炎ᴳ	g	2	1	接頭辞	1	artrit
sinap	PEJVO	芥ˢ	s	2	3	接頭辞	1	mustard
irid	PEJVO	花ᴵ	i	20	3	接頭辞	1	flor
gerani	PEJVO	花ᴳ	g	20	3	接頭辞	2	flor
enoter	PEJVO	花ᴱ	e	20	1	接頭辞	2	flor
amarilid	PEJVO	花ᴬ	a	20	1	接頭辞	5	flor
balzamin	PEJVO	花ᴮ	b	20	1	接頭辞	2	flor
fuksi	PEJVO	花ᶠᴷ	fk	20	1	先頭+子音	1	flor
begoni	PEJVO	花ᴮᴳ	bg	20	1	先頭+子音	1	balzamin
primol	PEJVO	花ᴾ	p	20	1	接頭辞	2	flor
agapant	PEJVO	花ᴬᴳ	ag	20	1	接頭辞	1	amarilid
antirin	PEJVO	花ᴬᴺ	an	20	1	接頭辞	2	amarilid
asfodel	PEJVO	花ᴬˢ	as	20	1	接頭辞	1	amarilid
au^rikul	PEJVO	花ᴬᵁ̆	aŭ	20	1	接頭辞	1	amarilid
epilobi	PEJVO	花ᴱᴾ	ep	20	1	接頭辞	1	enoter
gladiol	PEJVO	花ᴳᴸ	gl	20	1	接頭辞	1	gerani
likorid	PEJVO	花ᴸ	l	20	1	接頭辞	1	flor
tropeol	PEJVO	花ᵀ	t	20	1	接頭辞	1	flor
pelargoni	PEJVO	花ᴾᴸ	pl	20	1	先頭+子音	2	primol
krokus	PIV	花ᴷ	k	20	1	接頭辞	1	flor
ciklamen	PIV	花ᶜ	c	20	1	接頭辞	1	flor
feston	PEJVO	花环ᶠ	f	2	2	接頭辞	1	girland
api	PEJVO	芹ᴬ	a	5	2	接頭辞	1	celeri
enant	PEJVO	芹ᴱ	e	5	1	接頭辞	1	celeri
felandri	PEJVO	芹ᶠ	f	5	1	接頭辞	1	celeri
kriptoteni	PEJVO	芹ᴷ	k	5	1	接頭辞	1	celeri
burĝon	CSV2890	芽ᴮ	b	4	8	接頭辞	1	ĝerm
s^os	PEJVO	芽ˢ̂	ŝ	4	6	接頭辞	1	spros
spros	PEJVO	芽ˢ	s	4	2	接頭辞	1	ĝerm
fragmit	PEJVO	苇ᶠ	f	2	1	接頭辞	1	kan
bri	PIV	苔ᴮ	b	5	1	接頭辞	1	musk
hipn	PIV	苔ᴴ	h	5	1	接頭辞	1	musk
andre	PIV	苔ᴬ	a	5	2	接頭辞	1	musk
sfagn	PIV	苔ˢ	s	5	1	接頭辞	1	musk
briofit	PIV	苔植ᴮᴼ	bo	2	1	綴り内の文字	1	brifit
amar	CSV2890	苦ᴬ	a	2	5	接頭辞	1	sufer
cikori	PEJVO	苦菜ᶜ	c	3	1	接頭辞	1	endivi
skarol	PEJVO	苦菜ˢ	s	3	1	接頭辞	1	endivi
solan	PEJVO	茄ˢ	s	12	1	接頭辞	2	tomat
datur	PEJVO	茄ᴰ	d	12	1	接頭辞	1	tomat
mandragor	PEJVO	茄ᴹ	m	12	1	接頭辞	2	tomat
petuni	PIV	茄ᴾ	p	12	1	接頭辞	1	tomat
fizalid	PIV	茄ᶠ	f	12	1	接頭辞	1	tomat
hiskiam	PIV	茄ᴴ	h	12	1	接頭辞	2	tomat
alkekeng	PIV	茄ᴬ	a	12	1	接頭辞	1	tomat
hiosciam	PIV	茄ᴴᶜ	hc	12	1	綴り内の文字	1	hiskiam
stramoni	PIV	茄ˢᵀ	st	12	1	接頭辞	1	solan
melongen	PIV	茄ᴹᴸ	ml	12	1	先頭+子音	1	mandragor
likopersik	PIV	茄ᴸ	l	12	1	接頭辞	1	tomat
alf	PEJVO	茅ᴬ	a	2	1	接頭辞	1	espart
kulm	PEJVO	茎ᴷ	k	2	2	接頭辞	1	tig
kokon	PEJVO	茧ᴷᴷ	kk	2	3	先頭+子音	1	kal
mate	PEJVO	茶ᴹ	m	4	1	接頭辞	1	te
kameli	PEJVO	茶ᴷ	k	4	3	接頭辞	1	te
sazank	PEJVO	茶ˢ	s	4	1	接頭辞	1	te
pajl	CSV2890	草ᴾ	p	386	18	接頭辞	36	herb
skiz	CSV2890	草ˢ	s	386	6	接頭辞	37	herb
ebul	PEJVO	草ᴱᴮ	eb	386	1	接頭辞	2	eu^forbi
alo	PEJVO	草ᴬ	a	386	7	接頭辞	48	herb
rut	PEJVO	草ᴿ	r	386	4	接頭辞	13	herb
cist	PEJVO	草ᶜ	c	386	4	接頭辞	15	herb
papav	PEJVO	草ᴾᴾ	pp	386	5	先頭+子音	2	pajl
kres	PEJVO	草ᴷ	k	386	1	接頭辞	39	herb
betel	PEJVO	草ᴮ	b	386	3	接頭辞	15	herb
akant	PEJVO	草ᴬᴷ	ak	386	3	接頭辞	15	alo
borag	PEJVO	草ᴮᴿ	br	386	1	先頭+子音	7	betel
veratr	PEJVO	草ⱽ	v	386	3	接頭辞	8	herb
krokiz	PEJVO	草ᴷᴷ	kk	386	2	綴り内の文字	8	kres
kareks	PEJVO	草ᴷˢ	ks	386	2	綴り内の文字	8	kres
anagal	PEJVO	草ᴬᴺ	an	386	1	接頭辞	20	alo
eu^forbi	PEJVO	草ᴱ	e	386	2	接頭辞	18	herb
helebor	PEJVO	草ᴴᴸ	hl	386	2	先頭+子音	11	herb
tragant	PEJVO	草ᵀ	t	386	1	接頭辞	17	herb
kenopodi	PEJVO	草ᴷᴺ	kn	386	2	先頭+子音	14	kres
kokleari	PEJVO	草ᴷᴸ	kl	386	2	綴り内の文字	21	kres
ranunkol	PEJVO	草ᴿᴺ	rn	386	1	先頭+子音	4	rut
asklepiad	PEJVO	草ᴬˢ	as	386	1	接頭辞	11	alo
eki	PEJVO	草ᴱᴷᴵ	eki	386	1	接頭辞	2	eu^forbi
azar	PEJVO	草ᴬᶻᴬ	aza	386	1	接頭辞	2	alo
basi	PEJVO	草ᴮᴬ	ba	386	1	接頭辞	7	betel
geum	PEJVO	草ᴳᵁ	gu	386	1	綴り内の文字	2	gage
junk	PEJVO	草ᴶᴺ	jn	386	1	先頭+子音	2	jazion
ankuz	PEJVO	草ᴬᴺᴷ	ank	386	1	接頭辞	4	alo
falar	PEJVO	草ᶠᴬ	fa	386	1	接頭辞	9	fle
kvino	PEJVO	草ᴷⱽ	kv	386	1	接頭辞	1	kres
nigel	PEJVO	草ᴺᴳ	ng	386	1	先頭+子音	2	napel
rezed	PEJVO	草ᴿᶻ	rz	386	1	先頭+子音	2	rut
stau^d	PEJVO	草ˢᵁ̆	sŭ	386	1	綴り内の文字	2	skiz
adonid	PEJVO	草ᴬᴰᴼ	ado	386	1	接頭辞	4	alo
atripl	PEJVO	草ᴬᵀᴿ	atr	386	1	接頭辞	3	alo
erizim	PEJVO	草ᴱᴹ	em	386	1	綴り内の文字	1	eu^forbi
farbit	PEJVO	草ᶠᴮ	fb	386	1	綴り内の文字	1	fle
festuk	PEJVO	草ᶠᴱ	fe	386	1	接頭辞	7	fle
filant	PEJVO	草ᶠᴵᴸ	fil	386	1	接頭辞	5	fle
fumari	PEJVO	草ᶠᴹ	fm	386	1	先頭+子音	3	fle
glau^ci	PEJVO	草ᴳᵁ̆	gŭ	386	1	綴り内の文字	1	geum
glekom	PEJVO	草ᴳᴷ	gk	386	1	綴り内の文字	1	gage
hormin	PEJVO	草ᴴᴼᴿ	hor	386	1	接頭辞	5	hordelim
kapsel	PEJVO	草ᴷᴾ	kp	386	1	先頭+子音	3	kres
klemat	PEJVO	草ᴷᴸᴱᴹ	klem	386	1	接頭辞	4	kres
lobeli	PEJVO	草ᴸᴼᴮ	lob	386	1	接頭辞	1	lemn
miozot	PEJVO	草ᴹᴵᴼ	mio	386	1	接頭辞	3	mimul
akirant	PEJVO	草ᴬᴷᴵ	aki	386	1	接頭辞	7	alo
alc^emil	PEJVO	草ᴬᶜ̂	aĉ	386	1	綴り内の文字	1	alo
alkemil	PEJVO	草ᴬᴸᴷ	alk	386	1	接頭辞	4	alo
amianti	PEJVO	草ᴬᴹᴵ	ami	386	1	接頭辞	7	alo
asperul	PEJVO	草ᴬˢᴾᴱ	aspe	386	1	接頭辞	1	alo
delfini	PEJVO	草ᴰᴸ	dl	386	1	先頭+子音	5	drab
erantid	PEJVO	草ᴱᴰ	ed	386	1	綴り内の文字	3	eu^forbi
eriofor	PEJVO	草ᴱᴼ	eo	386	1	綴り内の文字	9	eu^forbi
hiperik	PEJVO	草ᴴᴵᴾ	hip	386	1	接頭辞	3	hidrastid
hotujni	PEJVO	草ᴴᴶ	hj	386	1	綴り内の文字	1	herb
keirant	PEJVO	草ᴷᴱᴵ	kei	386	1	接頭辞	9	kres
miskant	PEJVO	草ᴹᴷ	mk	386	1	綴り内の文字	3	mimul
oksalid	PEJVO	草ᴼᴷ	ok	386	1	接頭辞	2	ocim
patrini	PEJVO	草ᴾᴬᵀ	pat	386	1	接頭辞	10	pajl
agrimoni	PEJVO	草ᴬᴳᴿ	agr	386	1	接頭辞	1	alo
akvilegi	PEJVO	草ᴬⱽ	av	386	1	綴り内の文字	1	alo
kampanul	PEJVO	草ᴷᴬᴹᴾ	kamp	386	1	接頭辞	1	kres
kardamin	PEJVO	草ᴷᴬᴿ	kar	386	1	接頭辞	9	kres
kelidoni	PEJVO	草ᴷᴱᴸ	kel	386	1	接頭辞	4	kres
klematid	PEJVO	草ᴷᴸᴱᴹᴬ	klema	386	1	接頭辞	3	kres
melampir	PEJVO	草ᴹᴹ	mm	386	1	綴り内の文字	4	mimul
salikari	PEJVO	草ˢᴬᴸᴵ	sali	386	1	接頭辞	4	skiz
valerian	PEJVO	草ⱽᴬ	va	386	1	接頭辞	5	veratr
drakunkol	PEJVO	草ᴰᴬ	da	386	1	綴り内の文字	9	drab
globulari	PEJVO	草ᴳᴮ	gb	386	1	綴り内の文字	2	gage
heliantem	PEJVO	草ᴴᴱᴸ	hel	386	1	接頭辞	7	helikoni
hemerokal	PEJVO	草ᴴᴱᴹ	hem	386	1	接頭辞	5	helikoni
merkurial	PEJVO	草ᴹᵁ	mu	386	1	綴り内の文字	3	mimul
saksifrag	PEJVO	草ˢᴬᴷ	sak	386	1	接頭辞	5	skiz
sisirinki	PEJVO	草ˢᴵˢ	sis	386	1	接頭辞	3	skiz
aristoloki	PEJVO	草ᴬᴿᴵ	ari	386	1	接頭辞	11	alo
platikodon	PEJVO	草ᴾᴸᴬ	pla	386	1	接頭辞	10	pajl
hemerokalid	PEJVO	草ᴴᴱᴹᴱ	heme	386	1	接頭辞	2	hemerokal
ze	PIV	草ᶻ	z	386	1	接頭辞	3	herb
air	PIV	草ᴬᴿ	ar	386	1	先頭+子音	24	alo
fle	PIV	草ᶠ	f	386	1	接頭辞	17	herb
tam	PIV	草ᵀᴹ	tm	386	1	先頭+子音	3	tragant
trap	PIV	草ᵀᴾ	tp	386	3	綴り内の文字	3	tragant
sued	PIV	草ˢᴰ	sd	386	2	先頭+子音	2	skiz
bas^o	PIV	草ᴮˢ̂	bŝ	386	2	先頭+子音	1	betel
aizo	PIV	草ᴬᶻ	az	386	1	先頭+子音	5	alo
arum	PIV	草ᴬᴹ	am	386	1	綴り内の文字	9	alo
ajug	PIV	草ᴬᴶ	aj	386	1	接頭辞	1	alo
akor	PIV	草ᴬᴼ	ao	386	1	綴り内の文字	17	alo
akte	PIV	草ᴬᵀ	at	386	1	綴り内の文字	14	alo
alis	PIV	草ᴬᴸ	al	386	1	接頭辞	18	alo
anil	PIV	草ᴬᴵ	ai	386	1	綴り内の文字	31	alo
drab	PIV	草ᴰ	d	386	1	接頭辞	14	herb
gage	PIV	草ᴳ	g	386	1	接頭辞	14	herb
gomb	PIV	草ᴳᴹ	gm	386	1	先頭+子音	3	gage
holk	PIV	草ᴴᴷ	hk	386	1	綴り内の文字	7	herb
iksi	PIV	草ᴵ	i	386	1	接頭辞	9	herb
kala	PIV	草ᴷᴬ	ka	386	1	接頭辞	25	kres
kalt	PIV	草ᴷᵀ	kt	386	1	綴り内の文字	15	kres
keir	PIV	草ᴷᴵ	ki	386	1	綴り内の文字	23	kres
lemn	PIV	草ᴸ	l	386	1	接頭辞	19	herb
lige	PIV	草ᴸᴳ	lg	386	1	先頭+子音	3	lemn
loli	PIV	草ᴸᴸ	ll	386	1	先頭+子音	5	lemn
ocim	PIV	草ᴼ	o	386	1	接頭辞	7	herb
oriz	PIV	草ᴼᴿ	or	386	1	接頭辞	4	ocim
rami	PIV	草ᴿᴹ	rm	386	1	先頭+子音	3	rut
read	PIV	草ᴿᴰ	rd	386	1	先頭+子音	2	rut
reum	PIV	草ᴿᵁ	ru	386	1	綴り内の文字	6	rut
rubi	PIV	草ᴿᴮ	rb	386	1	先頭+子音	1	rut
taps	PIV	草ᵀˢ	ts	386	1	綴り内の文字	4	tragant
tife	PIV	草ᵀᶠ	tf	386	1	先頭+子音	1	tragant
ciper	PIV	草ᶜᴾ	cp	386	2	先頭+子音	2	cist
paris	PIV	草ᴾᴿ	pr	386	2	先頭+子音	16	pajl
arund	PIV	草ᴬᴰ	ad	386	1	綴り内の文字	7	alo
arunk	PIV	草ᴬᵁ	au	386	1	綴り内の文字	9	alo
butom	PIV	草ᴮᴹ	bm	386	1	綴り内の文字	4	betel
cinar	PIV	草ᶜᴺ	cn	386	1	先頭+子音	8	cist
circe	PIV	草ᶜᴿ	cr	386	1	先頭+子音	9	cist
citin	PIV	草ᶜᵀ	ct	386	1	先頭+子音	7	cist
dione	PIV	草ᴰᴺ	dn	386	1	先頭+子音	6	drab
donak	PIV	草ᴰᴷ	dk	386	1	綴り内の文字	6	drab
drimi	PIV	草ᴰᴹ	dm	386	1	綴り内の文字	2	drab
elode	PIV	草ᴱᴸ	el	386	1	接頭辞	9	eu^forbi
erodi	PIV	草ᴱᴿ	er	386	1	接頭辞	12	eu^forbi
floks	PIV	草ᶠᴷ	fk	386	1	綴り内の文字	5	fle
formi	PIV	草ᶠᴿ	fr	386	1	先頭+子音	10	fle
frezi	PIV	草ᶠᶻ	fz	386	1	綴り内の文字	1	fle
gnidi	PIV	草ᴳᴺ	gn	386	1	接頭辞	3	gage
humul	PIV	草ᴴᴹ	hm	386	1	先頭+子音	7	herb
ipome	PIV	草ᴵᴾ	ip	386	1	接頭辞	4	iksi
kleom	PIV	草ᴷᴹ	km	386	1	綴り内の文字	12	kres
latre	PIV	草ᴸᵀ	lt	386	1	先頭+子音	5	lemn
luzul	PIV	草ᴸᶻ	lz	386	1	先頭+子音	2	lemn
mimul	PIV	草ᴹ	m	386	1	接頭辞	19	herb
napel	PIV	草ᴺ	n	386	1	接頭辞	9	herb
nepet	PIV	草ᴺᵀ	nt	386	1	綴り内の文字	6	napel
nopal	PIV	草ᴺᴼ	no	386	1	接頭辞	2	napel
panak	PIV	草ᴾᴺ	pn	386	1	先頭+子音	19	pajl
pecaj	PIV	草ᴾᶜ	pc	386	1	先頭+子音	4	pajl
pense	PIV	草ᴾˢ	ps	386	1	綴り内の文字	8	pajl
samol	PIV	草ˢᴹ	sm	386	1	先頭+子音	4	skiz
scirp	PIV	草ˢᶜ	sc	386	1	接頭辞	3	skiz
tazet	PIV	草ᵀᶻ	tz	386	1	先頭+子音	1	tragant
tlasp	PIV	草ᵀᴸ	tl	386	1	接頭辞	8	tragant
trili	PIV	草ᵀᴿ	tr	386	1	接頭辞	10	tragant
troli	PIV	草ᵀᴼ	to	386	1	綴り内の文字	3	tragant
eritre	PIV	草ᴱᵀ	et	386	2	綴り内の文字	6	eu^forbi
apocin	PIV	草ᴬᴾ	ap	386	1	接頭辞	8	alo
niktag	PIV	草ᴺᴷ	nk	386	1	先頭+子音	2	napel
abutil	PIV	草ᴬᴮ	ab	386	1	接頭辞	5	alo
aliari	PIV	草ᴬᴬ	aa	386	1	綴り内の文字	15	alo
amofil	PIV	草ᴬᶠ	af	386	1	綴り内の文字	1	alo
anturi	PIV	草ᴬᴺᵀ	ant	386	1	接頭辞	7	alo
arabis	PIV	草ᴬᴿᴬ	ara	386	1	接頭辞	6	alo
armeri	PIV	草ᴬᴱ	ae	386	1	綴り内の文字	11	alo
astilb	PIV	草ᴬˢᵀ	ast	386	1	接頭辞	5	alo
balote	PIV	草ᴮᴸ	bl	386	1	先頭+子音	6	betel
bazili	PIV	草ᴮᶻ	bz	386	1	先頭+子音	1	betel
bemeri	PIV	草ᴮᴱ	be	386	1	接頭辞	8	betel
bromus	PIV	草ᴮˢ	bs	386	1	綴り内の文字	4	betel
brunel	PIV	草ᴮᴺ	bn	386	1	綴り内の文字	2	betel
drozer	PIV	草ᴰᶻ	dz	386	1	綴り内の文字	1	drab
egilop	PIV	草ᴱᴳ	eg	386	1	接頭辞	3	eu^forbi
elatin	PIV	草ᴱᴺ	en	386	1	綴り内の文字	4	eu^forbi
erofil	PIV	草ᴱᶠ	ef	386	1	綴り内の文字	4	eu^forbi
es^olzi	PIV	草ᴱˢ̂	eŝ	386	1	接頭辞	2	eu^forbi
fikari	PIV	草ᶠᴵ	fi	386	1	接頭辞	13	fle
fiteu^m	PIV	草ᶠᵀ	ft	386	1	先頭+子音	5	fle
gosipi	PIV	草ᴳˢ	gs	386	1	先頭+子音	5	gage
hemant	PIV	草ᴴᴺ	hn	386	1	綴り内の文字	6	herb
holost	PIV	草ᴴˢ	hs	386	1	綴り内の文字	5	herb
iberis	PIV	草ᴵᴮ	ib	386	1	接頭辞	1	iksi
izatid	PIV	草ᴵᶻ	iz	386	1	接頭辞	2	iksi
jazion	PIV	草ᴶ	j	386	1	接頭辞	2	herb
kaladi	PIV	草ᴷᴰ	kd	386	1	綴り内の文字	8	kres
kalate	PIV	草ᴷᴱ	ke	386	1	綴り内の文字	16	kres
katari	PIV	草ᴷᴿ	kr	386	1	綴り内の文字	18	kres
knau^ti	PIV	草ᴷᵁ̆	kŭ	386	1	綴り内の文字	1	kres
korkor	PIV	草ᴷᴼ	ko	386	1	接頭辞	18	kres
krinum	PIV	草ᴷᵁ	ku	386	1	綴り内の文字	3	kres
kroton	PIV	草ᴷᴿᴼ	kro	386	1	接頭辞	5	kres
kuskut	PIV	草ᴷᵁˢ	kus	386	1	接頭辞	1	kres
leguzi	PIV	草ᴸᴱ	le	386	1	接頭辞	10	lemn
lepidi	PIV	草ᴸᴾ	lp	386	1	先頭+子音	3	lemn
leu^koj	PIV	草ᴸᵁ̆	lŭ	386	1	綴り内の文字	1	lemn
limoni	PIV	草ᴸᴼ	lo	386	1	綴り内の文字	8	lemn
linari	PIV	草ᴸᴺ	ln	386	1	先頭+子音	6	lemn
litops	PIV	草ᴸˢ	ls	386	1	綴り内の文字	3	lemn
litrum	PIV	草ᴸᴹ	lm	386	1	綴り内の文字	4	lemn
logani	PIV	草ᴸᴬ	la	386	1	綴り内の文字	6	lemn
marant	PIV	草ᴹᴿ	mr	386	1	先頭+子音	10	mimul
marubi	PIV	草ᴹᴮ	mb	386	1	綴り内の文字	3	mimul
matiol	PIV	草ᴹᵀ	mt	386	1	先頭+子音	10	mimul
molini	PIV	草ᴹᴸ	ml	386	1	先頭+子音	7	mimul
monard	PIV	草ᴹᴺ	mn	386	1	先頭+子音	11	mimul
nepent	PIV	草ᴺᴺ	nn	386	1	綴り内の文字	1	napel
opunti	PIV	草ᴼᴾ	op	386	1	接頭辞	1	ocim
oronti	PIV	草ᴼᴼ	oo	386	1	綴り内の文字	3	ocim
pedali	PIV	草ᴾᴰ	pd	386	1	先頭+子音	5	pajl
pejotl	PIV	草ᴾᵀ	pt	386	1	綴り内の文字	16	pajl
perilj	PIV	草ᴾᴶ	pj	386	1	綴り内の文字	4	pajl
rinant	PIV	草ᴿᵀ	rt	386	1	綴り内の文字	3	rut
rumeks	PIV	草ᴿᴷ	rk	386	1	綴り内の文字	3	rut
salsol	PIV	草ˢᴸ	sl	386	1	先頭+子音	18	skiz
sature	PIV	草ˢᵀ	st	386	1	先頭+子音	12	skiz
simfit	PIV	草ˢᶠ	sf	386	1	綴り内の文字	3	skiz
sklare	PIV	草ˢᴿ	sr	386	1	綴り内の文字	26	skiz
smilak	PIV	草ˢᴷ	sk	386	1	綴り内の文字	13	skiz
teu^kri	PIV	草ᵀᵁ̆	tŭ	386	1	綴り内の文字	1	tragant
timele	PIV	草ᵀᴵ	ti	386	1	接頭辞	11	tragant
ulmari	PIV	草ᵁ	u	386	1	接頭辞	2	herb
vakari	PIV	草ⱽᴷ	vk	386	1	先頭+子音	4	veratr
veronik	PIV	草ⱽᴺ	vn	386	2	綴り内の文字	5	veratr
alokazi	PIV	草ᴬᴸᴼ	alo	386	1	接頭辞	4	alo
arenari	PIV	草ᴬᴿᴱ	are	386	1	接頭辞	4	alo
argemon	PIV	草ᴬᴳ	ag	386	1	綴り内の文字	6	alo
barbare	PIV	草ᴮᴮ	bb	386	1	綴り内の文字	2	betel
bistort	PIV	草ᴮᵀ	bt	386	1	綴り内の文字	5	betel
bromeli	PIV	草ᴮᴵ	bi	386	1	綴り内の文字	6	betel
cerasti	PIV	草ᶜˢ	cs	386	1	綴り内の文字	3	cist
cinozur	PIV	草ᶜᶻ	cz	386	1	綴り内の文字	1	cist
dafodil	PIV	草ᴰᶠ	df	386	1	先頭+子音	3	drab
diktamn	PIV	草ᴰᵀ	dt	386	1	綴り内の文字	4	drab
eu^frazi	PIV	草ᴱᶻ	ez	386	1	綴り内の文字	3	eu^forbi
falarid	PIV	草ᶠᴰ	fd	386	1	綴り内の文字	3	fle
fitolak	PIV	草ᶠᴸ	fl	386	1	綴り内の文字	9	fle
fragari	PIV	草ᶠᴳ	fg	386	1	綴り内の文字	1	fle
galeops	PIV	草ᴳᴸ	gl	386	1	先頭+子音	7	gage
gesneri	PIV	草ᴳᴿ	gr	386	1	綴り内の文字	5	gage
ginseng	PIV	草ᴳᴳ	gg	386	1	綴り内の文字	2	gage
glorioz	PIV	草ᴳᶻ	gz	386	1	綴り内の文字	1	gage
gratiol	PIV	草ᴳᵀ	gt	386	1	綴り内の文字	2	gage
halofit	PIV	草ᴴᶠ	hf	386	1	綴り内の文字	2	herb
hipurid	PIV	草ᴴᴾ	hp	386	1	先頭+子音	5	herb
imortel	PIV	草ᴵᴹ	im	386	1	接頭辞	3	iksi
kamemor	PIV	草ᴷᴬᴹ	kam	386	1	接頭辞	6	kres
komelin	PIV	草ᴷᴼᴹ	kom	386	1	接頭辞	3	kres
koridal	PIV	草ᴷᴼᴿ	kor	386	1	接頭辞	6	kres
labrusk	PIV	草ᴸᴮ	lb	386	1	先頭+子音	3	lemn
manihot	PIV	草ᴹᴴ	mh	386	1	綴り内の文字	1	mimul
meniant	PIV	草ᴹᴱ	me	386	1	接頭辞	6	mimul
mirabil	PIV	草ᴹᴵ	mi	386	1	接頭辞	15	mimul
mish^ant	PIV	草ᴹˢ	ms	386	1	先頭+子音	4	mimul
monster	PIV	草ᴹᴼ	mo	386	1	接頭辞	8	mimul
orobank	PIV	草ᴼᴮ	ob	386	1	綴り内の文字	1	ocim
papaver	PIV	草ᴾⱽ	pv	386	1	綴り内の文字	3	pajl
plumbag	PIV	草ᴾᴸ	pl	386	1	接頭辞	19	pajl
poliant	PIV	草ᴾᴼ	po	386	1	接頭辞	16	pajl
poligal	PIV	草ᴾᴳ	pg	386	1	綴り内の文字	5	pajl
raflezi	PIV	草ᴿᶠ	rf	386	1	先頭+子音	3	rut
sesleri	PIV	草ˢˢ	ss	386	1	先頭+子音	8	skiz
spergul	PIV	草ˢᴾ	sp	386	1	接頭辞	9	skiz
stapeli	PIV	草ˢᴬ	sa	386	1	綴り内の文字	26	skiz
stelari	PIV	草ˢᴱ	se	386	1	綴り内の文字	15	skiz
taliktr	PIV	草ᵀᵀ	tt	386	1	綴り内の文字	6	tragant
trakeli	PIV	草ᵀᴷ	tk	386	1	綴り内の文字	4	tragant
verbask	PIV	草ⱽᴮ	vb	386	1	綴り内の文字	2	veratr
zigofil	PIV	草ᶻᴳ	zg	386	1	先頭+子音	1	ze
patienc	PIV	草ᴾᴬ	pa	386	1	接頭辞	26	pajl
sagitari	PIV	草ˢᴳ	sg	386	2	先頭+子音	7	skiz
psilofit	PIV	草ᴾᶠ	pf	386	1	綴り内の文字	2	pajl
alopekur	PIV	草ᴬᴸᴼᴾ	alop	386	1	接頭辞	1	alo
androzac	PIV	草ᴬᶜ	ac	386	1	綴り内の文字	3	alo
armoraci	PIV	草ᴬᴿᴹ	arm	386	1	接頭辞	5	alo
au^brieti	PIV	草ᴬᵁ̆	aŭ	386	1	接頭辞	1	alo
bekabung	PIV	草ᴮᴷ	bk	386	1	先頭+子音	2	betel
biskutel	PIV	草ᴮᵁ	bu	386	1	綴り内の文字	5	betel
centau^ri	PIV	草ᶜᵁ̆	cŭ	386	1	綴り内の文字	1	cist
centrant	PIV	草ᶜᴱ	ce	386	1	接頭辞	6	cist
cinodont	PIV	草ᶜᴰ	cd	386	1	綴り内の文字	1	cist
